Date,Price,Open,High,Low,Vol.,Change %,Daily Return
2024-01-25,132.55,132.34,134.0,131.81,4210000.0,0.0111,-0.044478085351787655
2024-01-24,131.09,130.59,132.3,130.05,2580000.0,0.0102,-0.011014711429649271
2024-01-23,129.76,130.18,130.3,129.09,2160000.0,0.0006,-0.010145701426500953
2024-01-22,129.68,128.85,131.5,128.56,3730000.0,0.013300000000000001,-0.0006165228113439447
2024-01-19,127.98,125.85,128.49,124.74,2980000.0,0.0245,-0.013109191856878533
2024-01-18,124.92,124.92,125.51,123.23,2920000.0,-0.0092,-0.023909985935302358
2024-01-17,126.08,125.54,127.57,125.13,2380000.0,-0.0113,0.009285943003522146
2024-01-16,127.52,126.9,128.03,126.07,2760000.0,-0.0014000000000000002,0.011421319796954377
2024-01-12,127.7,128.62,129.34,126.73,2290000.0,-0.005,0.0014115432873276212
2024-01-11,128.34,128.92,128.92,126.74,2009999.9999999998,-0.004699999999999999,0.005011746280344509
2024-01-10,128.94,131.28,131.54,127.41,3670000.0,-0.03,0.004675081813931614
2024-01-09,132.93,131.99,133.47,131.25,2600000.0,-0.0058,0.030944625407166138
2024-01-08,133.71,131.45,133.81,130.79,2620000.0,0.0097,0.0058677499435793035
2024-01-05,132.42,129.44,134.26,129.01,3510000.0,0.0204,-0.009647745120036078
2024-01-04,129.77,130.24,131.33,129.27,2610000.0,-0.0073,-0.020012082766953432
2024-01-03,130.72,130.81,131.64,129.01,2510000.0,-0.0105,0.007320644216690875
2024-01-02,132.11,130.6,132.33,129.89,2180000.0,0.0076,0.010633414932680552
2023-12-29,131.12,131.81,132.5,130.65,1390000.0,-0.0068000000000000005,-0.007493755203996755
2023-12-28,132.02,131.13,132.27,130.8,1200000.0,0.0066,0.00686394142769986
2023-12-27,131.15,130.94,131.28,130.0,1010000.0,0.0032,-0.006589910619603123
2023-12-26,130.73,129.74,130.82,129.23,864000.0,0.0076,-0.0032024399542509574
2023-12-22,129.74,130.15,131.36,129.19,1370000.0,0.0008,-0.00757286009332192
2023-12-21,129.64,128.89,130.63,128.63,3200000.0,0.015,-0.0007707723138586919
2023-12-20,127.73,131.68,132.14,127.73,2780000.0,-0.0288,-0.014733107065720286
2023-12-19,131.52,129.57,132.06,129.22,2660000.0,0.0118,0.029671964299694764
2023-12-18,129.98,130.08,130.87,129.6,2630000.0,0.0023,-0.011709245742092644
2023-12-15,129.68,128.37,129.95,127.5,5020000.0,0.0037,-0.002308047391906265
2023-12-14,129.2,126.77,130.15,126.68,6380000.0,0.0329,-0.0037014188772364065
2023-12-13,125.09,121.0,125.21,120.07,3870000.0,0.039900000000000005,-0.03181114551083575
2023-12-12,120.29,118.52,121.06,118.52,3670000.0,0.0125,-0.03837237189223752
2023-12-11,118.81,117.73,119.67,117.13,3140000.0,0.0060999999999999995,-0.012303599634217344
2023-12-08,118.09,115.5,118.55,114.89,3020000.0,0.0235,-0.00606009595151924
2023-12-07,115.38,114.06,115.93,113.42,3670000.0,0.014199999999999999,-0.022948598526547626
2023-12-06,113.77,117.27,118.09,113.49,2480000.0,-0.0134,-0.013953891488992842
2023-12-05,115.32,114.44,116.31,113.67,3570000.0,0.0033,0.013623978201634745
2023-12-04,114.94,112.99,116.02,112.64,3590000.0,0.0089,-0.0032951786333680344
2023-12-01,113.93,111.34,115.14,111.34,3420000.0,0.0203,-0.00878719331825295
2023-11-30,111.66,110.8,111.97,110.18,2440000.0,0.0139,-0.019924515053102887
2023-11-29,110.13,109.18,111.56,109.18,2089999.9999999998,0.0143,-0.01370231058570659
2023-11-28,108.58,106.37,109.05,106.14,1870000.0,0.0226,-0.014074275855806784
2023-11-27,106.18,105.7,106.61,105.43,1560000.0,-0.0037,-0.022103518143304357
2023-11-24,106.57,107.08,107.36,106.23,524059.99999999994,-0.0019,0.0036730080994535896
2023-11-22,106.77,106.4,107.07,105.39,1340000.0,0.009399999999999999,0.001876700760063743
2023-11-21,105.78,106.81,107.25,105.6,1550000.0,-0.0128,-0.00927226749086818
2023-11-20,107.15,107.55,107.66,106.43,2260000.0,-0.0049,0.012951408583853352
2023-11-17,107.68,105.86,107.68,105.03,2310000.0,0.0254,0.004946336910872651
2023-11-16,105.01,106.45,106.57,104.21,2830000.0,-0.009300000000000001,-0.024795690936107007
2023-11-15,106.0,107.28,107.54,105.51,3300000.0,-0.009399999999999999,0.009427673554899485
2023-11-14,107.01,106.93,108.13,106.75,3210000.0,0.0253,0.009528301886792434
2023-11-13,104.37,104.04,106.06,103.79,3010000.0,-0.002,-0.024670591533501596
2023-11-10,104.58,104.0,104.63,102.63,2500000.0,0.0009,0.002012072434607548
2023-11-09,104.49,105.76,106.02,103.99,1800000.0,-0.005600000000000001,-0.000860585197934638
2023-11-08,105.08,105.0,105.85,104.32,2049999.9999999998,0.0007000000000000001,0.005646473346731851
2023-11-07,105.01,104.84,105.74,104.44,2009999.9999999998,-0.0042,-0.0006661591168632963
2023-11-06,105.45,106.1,106.92,104.64,2340000.0,-0.008199999999999999,0.0041900771355107835
2023-11-03,106.32,105.87,108.13,105.86,3380000.0,0.016,0.008250355618776517
2023-11-02,104.65,102.0,104.93,101.38,3290000.0,0.0437,-0.015707298720842644
2023-11-01,100.27,101.65,101.72,99.37,2190000.0,-0.0101,-0.0418537983755376
2023-10-31,101.29,100.88,101.83,99.82,2620000.0,0.0075,0.010172534157774082
2023-10-30,100.54,98.62,101.26,98.42,3920000.0,0.0286,-0.007404482179879546
2023-10-27,97.74,96.49,99.77,96.15,6530000.0,0.0919,-0.027849612094688836
2023-10-26,89.51,89.41,91.09,89.08,3550000.0,0.0060999999999999995,-0.08420298751790456
2023-10-25,88.97,88.6,90.13,88.23,2370000.0,-0.0026,-0.006032845492123906
2023-10-24,89.2,90.71,91.32,88.83,2600000.0,-0.0131,0.002585141058783824
2023-10-23,90.38,90.06,91.77,89.5,1830000.0,0.0017000000000000001,0.013228699551569356
2023-10-20,90.23,92.4,92.86,89.74,2480000.0,-0.026600000000000002,-0.0016596592166407964
2023-10-19,92.7,94.51,95.18,92.31,3480000.0,-0.0337,0.0273744874210351
2023-10-18,95.93,97.04,97.57,95.58,1580000.0,-0.0215,0.03484358144552324
2023-10-17,98.04,95.91,99.26,95.91,2110000.0,0.0092,0.021995204836860127
2023-10-16,97.15,96.41,97.51,95.54,1650000.0,0.020499999999999997,-0.009077927376580974
2023-10-13,95.2,97.7,98.23,94.57,2250000.0,-0.0176,-0.02007205352547614
2023-10-12,96.91,97.71,97.88,95.44,1850000.0,-0.0022,0.017962184873949516
2023-10-11,97.12,97.0,98.59,95.85,1490000.0,0.0014000000000000002,0.0021669590341555356
2023-10-10,96.98,95.23,98.29,95.23,2470000.0,0.0281,-0.001441515650741354
2023-10-09,94.33,92.59,94.88,92.37,2240000.0,0.0084,-0.027325221695194912
2023-10-06,93.54,91.35,94.46,91.02,2310000.0,0.0155,-0.008374854235131846
2023-10-05,92.11,91.85,92.52,90.88,2280000.0,-0.0054,-0.01528757750694898
2023-10-04,92.61,93.28,93.59,91.79,2520000.0,-0.004699999999999999,0.00542829225925523
2023-10-03,93.05,94.07,94.52,92.53,2190000.0,-0.0218,0.004751106791923032
2023-10-02,95.12,96.87,97.5,94.65,3000000.0,-0.0199,0.022246104245029708
2023-09-29,97.05,97.69,98.65,96.59,1860000.0,0.0004,0.02029015979814952
2023-09-28,97.01,95.45,97.09,95.07,1840000.0,0.0159,-0.00041215868109212295
2023-09-27,95.49,97.51,97.55,94.72,2420000.0,-0.0166,-0.015668487784764595
2023-09-26,97.1,97.0,98.59,96.17,2130000.0,-0.008,0.01686040423080959
2023-09-25,97.88,97.65,98.7,97.02,1600000.0,-0.004,0.008032955715757018
2023-09-22,98.27,98.85,99.08,97.61,2089999.9999999998,-0.0067,0.003984470780547644
2023-09-21,98.93,100.15,100.51,98.89,1670000.0,-0.016200000000000003,0.006716190088531748
2023-09-20,100.56,102.49,103.29,100.3,1440000.0,-0.0111,0.01647629637117154
2023-09-19,101.69,102.58,102.97,101.64,1390000.0,-0.0087,0.011237072394590264
2023-09-18,102.58,103.89,103.97,102.11,1480000.0,-0.018000000000000002,0.008752089684334718
2023-09-15,104.46,101.92,104.61,101.23,4099999.9999999995,0.0215,0.018327159290310036
2023-09-14,102.26,101.4,102.66,101.4,1850000.0,0.0191,-0.021060693088263305
2023-09-13,100.34,101.74,101.97,99.36,1800000.0,-0.006999999999999999,-0.018775669861138322
2023-09-12,101.05,99.73,101.81,99.03,2670000.0,0.0102,0.007075941797887175
2023-09-11,100.03,100.88,101.74,99.85,1820000.0,0.0011,-0.01009401286491829
2023-09-08,99.92,99.88,100.05,98.73,2430000.0,0.0,-0.0010996700989702735
2023-09-07,99.92,100.63,100.9,99.66,2140000.0,-0.0152,0.0
2023-09-06,101.46,101.07,101.69,99.54,2230000.0,-0.0028000000000000004,0.015412329863891072
2023-09-05,101.74,103.07,103.78,101.51,1980000.0,-0.017,0.00275970825941263
2023-09-01,103.5,103.16,104.49,103.16,1560000.0,0.0108,0.01729899744446639
2023-08-31,102.39,103.1,103.43,102.04,1880000.0,-0.0017000000000000001,-0.010724637681159388
2023-08-30,102.56,103.6,104.0,102.22,1650000.0,-0.009300000000000001,0.0016603183904677632
2023-08-29,103.52,101.36,104.38,101.24,2089999.9999999998,0.019,0.009360374414976613
2023-08-28,101.59,101.79,102.67,100.96,1450000.0,0.0073,-0.0186437403400308
2023-08-25,100.85,101.49,102.08,99.88,1260000.0,-0.0062,-0.0072841815139286226
2023-08-24,101.48,101.83,103.2,100.82,1550000.0,-0.0014000000000000002,0.006246901338621713
2023-08-23,101.62,100.25,101.66,99.75,1830000.0,0.0132,0.0013795821836815048
2023-08-22,100.3,104.53,104.57,100.08,3080000.0,-0.0392,-0.012989568982483823
2023-08-21,104.39,105.27,105.3,103.2,1530000.0,-0.0062,0.04077766699900298
2023-08-18,105.04,103.81,105.5,103.81,1520000.0,-0.0003,0.0062266500622665255
2023-08-17,105.07,105.4,106.26,104.47,1820000.0,0.0014000000000000002,0.0002856054836251065
2023-08-16,104.92,106.48,106.9,104.57,1700000.0,-0.018600000000000002,-0.0014276196821165765
2023-08-15,106.91,107.44,107.44,105.63,2630000.0,-0.0206,0.01896683187190229
2023-08-14,109.16,109.48,109.61,107.76,2140000.0,-0.0111,0.021045739406977848
2023-08-11,110.38,110.0,110.9,109.0,1610000.0,-0.0014000000000000002,0.011176255038475524
2023-08-10,110.54,112.64,113.16,110.05,1960000.0,-0.011399999999999999,0.0014495379597754265
2023-08-09,111.81,114.08,114.5,111.76,1920000.0,-0.024300000000000002,0.011489053736204013
2023-08-08,114.59,112.33,114.8,111.13,2029999.9999999998,-0.0059,0.024863607906269625
2023-08-07,115.27,114.1,115.29,113.91,2420000.0,0.0167,0.00593420019198887
2023-08-04,113.38,112.58,114.61,112.1,2250000.0,0.0040999999999999995,-0.016396286978398567
2023-08-03,112.92,112.81,113.38,111.62,1960000.0,-0.0029,-0.00405715293702591
2023-08-02,113.25,114.74,114.74,111.66,2300000.0,-0.0277,0.0029224229543038938
2023-08-01,116.48,116.25,116.92,115.27,2890000.0,-0.0046,0.028520971302428366
2023-07-31,117.02,115.17,117.05,115.09,3080000.0,0.0189,0.00463598901098905
2023-07-28,114.85,116.13,116.3,114.36,2060000.0,0.0073,-0.018543838660058154
2023-07-27,114.02,115.12,116.63,113.53,2580000.0,-0.0002,-0.007226817588158463
2023-07-26,114.04,115.06,116.61,113.8,2670000.0,-0.0040999999999999995,0.00017540782318903325
2023-07-25,114.51,117.34,117.53,114.32,2590000.0,-0.0231,0.004121360925990913
2023-07-24,117.22,115.53,117.49,115.1,3170000.0,0.0143,0.023666055366343475
2023-07-21,115.57,116.44,118.69,113.53,5500000.0,0.005,-0.014076096229312496
2023-07-20,114.99,114.99,116.77,113.66,5870000.0,-0.0252,-0.005018603443800229
2023-07-19,117.96,116.56,118.96,116.06,3490000.0,0.0163,0.02582833289851294
2023-07-18,116.07,113.91,116.58,113.75,3080000.0,0.0233,-0.016022380467955233
2023-07-17,113.43,111.08,113.83,111.01,1650000.0,0.0169,-0.022744895321788472
2023-07-14,111.55,114.57,114.86,111.15,1780000.0,-0.023,-0.016574098562990525
2023-07-13,114.18,112.96,114.48,112.61,1550000.0,0.0128,0.023576871358135465
2023-07-12,112.74,114.2,114.92,112.25,1830000.0,0.0048,-0.012611665790856597
2023-07-11,112.2,110.5,112.54,109.71,2940000.0,0.025099999999999997,-0.004789781798829051
2023-07-10,109.45,107.9,110.31,107.81,3190000.0,0.0131,-0.02450980392156865
2023-07-07,108.04,107.16,109.27,106.82,1450000.0,0.0073,-0.012882594792142488
2023-07-06,107.26,107.5,107.58,105.55,2069999.9999999998,-0.017,-0.007219548315438695
